From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_003949541.1	A0A9X1TMI4	unreviewed	A0A9X1TMI4_STRM4	Developmental transcriptional regulator BldC	bldC L0P92_23995	Streptomyces muensis	68
WP_003949541.1	A0A387HL61	unreviewed	A0A387HL61_9ACTN	HTH merR-type domain-containing protein	DWB77_03729	Streptomyces hundungensis	68
WP_003949541.1	S2XWW0	unreviewed	S2XWW0_9ACTN	Excisionase family DNA binding domain-containing protein	HMPREF1211_07001	Streptomyces sp. HGB0020	68
WP_003949541.1	A0A2N9BBQ5	unreviewed	A0A2N9BBQ5_STRCX	DNA binding domain, excisionase family	SCNRRL3882_4236	Streptomyces chartreusis NRRL 3882	68
WP_003949541.1	A0A1C6R5W3	unreviewed	A0A1C6R5W3_9ACTN	DNA binding domain-containing protein, excisionase family	YW7DRAFT_07036	Streptomyces sp. AmelKG-E11A	68
WP_003949541.1	A0A1C6QPX2	unreviewed	A0A1C6QPX2_9ACTN	DNA binding domain-containing protein, excisionase family	YWIDRAFT_03377	Streptomyces sp. SceaMP-e96	68
WP_003949541.1	I2N1K1	unreviewed	I2N1K1_STRT9	MerR family DNA-binding transcriptional regulator	STSU_018680	Streptomyces tsukubensis (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993)	68
WP_003949541.1	A0A8I2E336	unreviewed	A0A8I2E336_9ACTN	Developmental transcriptional regulator BldC	bldC KBZ94_35395	Streptomyces sp. RM72	68
WP_003949541.1	A0A1C6PZV6	unreviewed	A0A1C6PZV6_9ACTN	DNA binding domain-containing protein, excisionase family	YUWDRAFT_04265	Streptomyces sp. AmelKG-D3	68
WP_003949541.1	A0A1A9CSM9	unreviewed	A0A1A9CSM9_9ACTN	DNA binding domain-containing protein, excisionase family	YUMDRAFT_05041	Streptomyces sp. OspMP-M45	68
WP_003949541.1	A0AA44DBM4	unreviewed	A0AA44DBM4_9ACTN	Developmental transcriptional regulator BldC	bldC HGA06_06030	Streptomyces somaliensis DSM 40738	68
WP_003949541.1	A0A433DQT7	unreviewed	A0A433DQT7_9ACTN	Helix-turn-helix protein	SSPNP10_31955	Streptomyces sp. NP10	68
WP_003949541.1	A0A1V6MU62	unreviewed	A0A1V6MU62_9ACTN	DNA-binding protein	BM536_016565	Streptomyces phaeoluteigriseus	68
WP_003949541.1	A0A1C6N720	unreviewed	A0A1C6N720_9ACTN	DNA binding domain-containing protein, excisionase family	B046DRAFT_01771	Streptomyces sp. LamerLS-316	68
WP_003949541.1	A0A212SY79	unreviewed	A0A212SY79_9ACTN	DNA binding domain-containing protein, excisionase family	SAMN02745831_07063	Streptomyces sp. PgraA7	68
WP_003949541.1	L8PDY6	unreviewed	L8PDY6_STRVR	Putative DNA-binding protein	STVIR_4618	Streptomyces viridochromogenes Tue57	68
WP_003949541.1	J1RNK6	unreviewed	J1RNK6_9ACTN	DNA-binding protein (Developmental transcriptional regulator BldC)	bldC SU9_015875 SU9_15664	Streptomyces auratus AGR0001	68
WP_003949541.1	A0A5J6I6T0	unreviewed	A0A5J6I6T0_STRC4	Helix-turn-helix domain-containing protein	CP976_21085	Streptomyces coeruleorubidus	68
WP_003949541.1	A0A1G5IRA4	unreviewed	A0A1G5IRA4_9ACTN	DNA binding domain-containing protein, excisionase family	SAMN02745898_103513	Streptomyces sp. 136MFCol5.1	68
WP_003949541.1	A0A0U3LVR6	unreviewed	A0A0U3LVR6_STRGL	DNA-binding protein	WQO_16300	Streptomyces globisporus C-1027	68
WP_003949541.1	A0A6F7VVL8	unreviewed	A0A6F7VVL8_9ACTN	Developmental transcriptional regulator BldC	bldC AS97_01220	Streptomyces sp. AgN23	68
WP_003949541.1	A0A1G9UAC8	unreviewed	A0A1G9UAC8_9ACTN	DNA binding domain-containing protein, excisionase family	SAMN05444921_11041	Streptomyces wuyuanensis	68
WP_003949541.1	A0A7U9HDS9	unreviewed	A0A7U9HDS9_STRLI	Putative DNA-binding protein	SLI_4320	Streptomyces lividans 1326	68
WP_003949541.1	K4R8R4	unreviewed	K4R8R4_STRDJ	HTH merR-type domain-containing protein	BN159_4705	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)	68
WP_003949541.1	S5UXE1	unreviewed	S5UXE1_STRC3	DNA-binding protein	B446_18325	Streptomyces collinus (strain DSM 40733 / Tue 365)	68
WP_003949541.1	A0A0D7CTP1	unreviewed	A0A0D7CTP1_9ACTN	DNA-binding protein	SNA_03650	Streptomyces natalensis ATCC 27448	68
WP_003949541.1	A0A6G7SY74	unreviewed	A0A6G7SY74_9ACTN	Developmental transcriptional regulator BldC	bldC G7Z12_19830	Streptomyces sp. ID38640	68
WP_003949541.1	A0A1G6RNV4	unreviewed	A0A1G6RNV4_9ACTN	DNA binding domain-containing protein, excisionase family	F610DRAFT_03506	Streptomyces sp. LaPpAH-199	68
WP_003949541.1	S4MM69	unreviewed	S4MM69_9ACTN	HTH merR-type domain-containing protein	STAFG_8374	Streptomyces afghaniensis 772	68
WP_003949541.1	M3CUB0	unreviewed	M3CUB0_9ACTN	Putative DNA-binding protein	H114_17790	Streptomyces gancidicus BKS 13-15	68
WP_003949541.1	S3ZDB5	unreviewed	S3ZDB5_9ACTN	HTH merR-type domain-containing protein	STRAU_5276	Streptomyces aurantiacus JA 4570	68
WP_003949541.1	N0CV28	unreviewed	N0CV28_STRMI	DNA-binding protein	SFUL_3857	Streptomyces microflavus DSM 40593	68
WP_003949541.1	A0A327UJL1	unreviewed	A0A327UJL1_9ACTN	Excisionase family DNA binding protein	K388_03080	Streptomyces sp. KhCrAH-43	68
WP_003949541.1	A0A327VIZ1	unreviewed	A0A327VIZ1_9ACTN	Excisionase family DNA binding protein	K377_06900	Streptomyces sp. PsTaAH-137	68
WP_003949541.1	A0A327T9V1	unreviewed	A0A327T9V1_9ACTN	Excisionase family DNA binding protein	K351_01284	Streptomyces sp. DpondAA-E10	68
WP_003949541.1	A0A918J688	unreviewed	A0A918J688_9ACTN	DNA-binding protein	GCM10010503_30920	Streptomyces lucensis JCM 4490	68
WP_003949541.1	A0A918XYP4	unreviewed	A0A918XYP4_9ACTN	DNA-binding protein	GCM10010508_05930	Streptomyces naganishii JCM 4654	68
WP_003949541.1	A0A1D3DSJ7	unreviewed	A0A1D3DSJ7_9ACTN	DNA-binding protein	J116_013280	Streptomyces thermolilacinus SPC6	68
WP_003949541.1	A0A1Y2NUY7	unreviewed	A0A1Y2NUY7_STRFR	Helix-turn-helix domain protein	BG846_02997	Streptomyces fradiae ATCC 10745 = DSM 40063	68
WP_003949541.1	A0A197SM18	unreviewed	A0A197SM18_9ACTN	DNA-binding protein	A8W25_15755	Streptomyces sp. ERV7	68
WP_003949541.1	A0A917XAR7	unreviewed	A0A917XAR7_9ACTN	DNA-binding protein	GCM10011578_024550	Streptomyces fuscichromogenes	68
WP_003949541.1	A0A5J6HF92	unreviewed	A0A5J6HF92_STRAD	Helix-turn-helix domain-containing protein	CP975_16805	Streptomyces alboniger	68
WP_003949541.1	A0A1R1SLP7	unreviewed	A0A1R1SLP7_9ACTN	DNA-binding protein	SPAR_12337	Streptomyces sparsogenes DSM 40356	68
WP_003949541.1	A0A7Y0J4R5	unreviewed	A0A7Y0J4R5_9ACTN	Developmental transcriptional regulator BldC	bldC HG826_01545 KQY30_19105	Streptomyces sp. GMY02	68
WP_003949541.1	V6KAC3	unreviewed	V6KAC3_STRRC	DNA-binding protein	M878_22705	Streptomyces roseochromogenus subsp. oscitans DS 12.976	68
WP_003949541.1	V6K9Q7	unreviewed	V6K9Q7_STRNV	DNA-binding protein	M877_21735	Streptomyces niveus NCIMB 11891	68
WP_003949541.1	A0A1S2PHR3	unreviewed	A0A1S2PHR3_9ACTN	DNA-binding protein	BIV25_25680	Streptomyces sp. MUSC 14	68
WP_003949541.1	A0A221P0M2	unreviewed	A0A221P0M2_9ACTN	MerR family DNA-binding transcriptional regulator	LK07_18155	Streptomyces pluripotens	68
WP_003949541.1	A0A7M2SLU0	unreviewed	A0A7M2SLU0_9ACTN	Developmental transcriptional regulator BldC	bldC IM697_02340	Streptomyces ferrugineus	68
WP_003949541.1	A0A0M8V9X3	unreviewed	A0A0M8V9X3_9ACTN	DNA-binding protein	ADK64_27850	Streptomyces sp. MMG1121	68
WP_003949541.1	A0A0M8T444	unreviewed	A0A0M8T444_9ACTN	DNA-binding protein	ADK56_24830	Streptomyces sp. MMG1522	68
WP_003949541.1	A0A0M9YPR4	unreviewed	A0A0M9YPR4_9ACTN	DNA-binding protein	ADK57_43795	Streptomyces sp. MMG1533	68
WP_003949541.1	A0A0N0AC99	unreviewed	A0A0N0AC99_9ACTN	DNA-binding protein	ADK65_12065	Streptomyces sp. NRRL B-1140	68
WP_003949541.1	A0A0M9YJN5	unreviewed	A0A0M9YJN5_9ACTN	DNA-binding protein	ADK55_18945	Streptomyces sp. WM4235	68
WP_003949541.1	A0A0M8SWI0	unreviewed	A0A0M8SWI0_9ACTN	DNA-binding protein	ADK54_13840	Streptomyces sp. WM6378	68
WP_003949541.1	A0A0F5VWG0	unreviewed	A0A0F5VWG0_9ACTN	DNA-binding protein	TN53_18640	Streptomyces sp. WM6386	68
WP_003949541.1	A0A837GW98	unreviewed	A0A837GW98_9ACTN	DNA-binding protein	TR66_25820	Streptomyces sp. WM6391	68
WP_003949541.1	A0A0M9CN57	unreviewed	A0A0M9CN57_9ACTN	DNA-binding protein	ADK59_22225	Streptomyces sp. XY332	68
WP_003949541.1	A0A3B0BQD2	unreviewed	A0A3B0BQD2_9ACTN	Helix-turn-helix domain-containing protein	D7231_10040	Streptomyces klenkii	68
WP_003949541.1	A0A2V1NPT5	unreviewed	A0A2V1NPT5_9ACTN	MerR family DNA-binding transcriptional regulator	DF268_23490	Streptomyces sp. V2	68
WP_003949541.1	A0A1J4PXB6	unreviewed	A0A1J4PXB6_9ACTN	DNA-binding protein	VT52_026695	Streptomyces malaysiense	68
WP_003949541.1	A0A1J4P0W3	unreviewed	A0A1J4P0W3_9ACTN	DNA-binding protein	WN71_015275	Streptomyces mangrovisoli	68
WP_003949541.1	A0A1S2PEM4	unreviewed	A0A1S2PEM4_9ACTN	DNA-binding protein	BIV24_15060	Streptomyces colonosanans	68
WP_003949541.1	A0A2T7T6A1	unreviewed	A0A2T7T6A1_9ACTN	DNA-binding protein	Y717_26735	Streptomyces scopuliridis RB72	68
WP_003949541.1	A0A3G2JE06	unreviewed	A0A3G2JE06_9ACTN	Helix-turn-helix domain-containing protein	D9753_18590	Streptomyces dangxiongensis	68
WP_003949541.1	A0A124H5U8	unreviewed	A0A124H5U8_9ACTN	DNA-binding protein	AQI70_05765	Streptomyces curacoi	68
WP_003949541.1	A0A0K8PR57	unreviewed	A0A0K8PR57_STRAJ	DNA binding domain protein, excisionase	SAZU_5214	Streptomyces azureus	68
WP_003949541.1	A0A8I0TQW2	unreviewed	A0A8I0TQW2_9ACTN	Excisionase family DNA binding protein	H4687_004499	Streptomyces stelliscabiei	68
WP_003949541.1	A0A1X4GR78	unreviewed	A0A1X4GR78_9ACTN	Developmental transcriptional regulator BldC (MerR family DNA-binding transcriptional regulator)	CQW44_09100 HEP81_04052	Streptomyces griseofuscus	68
WP_003949541.1	A0A191V066	unreviewed	A0A191V066_9ACTN	DNA-binding protein (Helix-turn-helix domain-containing protein)	DVZ84_08235 Spa2297_15740	Streptomyces parvulus	68
WP_003949541.1	A0A022MGM1	unreviewed	A0A022MGM1_9ACTN	DNA-binding protein	CF54_28830	Streptomyces sp. Tu 6176	68
WP_003949541.1	A0A4Q4DJI7	unreviewed	A0A4Q4DJI7_9ACTN	Putative DNA-binding protein	CU044_3865	Streptomyces sp. L-9-10	68
WP_003949541.1	A0A069JTZ2	unreviewed	A0A069JTZ2_9ACTN	DNA-binding protein	DT87_15380	Streptomyces sp. NTK 937	68
WP_003949541.1	A0A917P3P9	unreviewed	A0A917P3P9_9ACTN	DNA-binding protein	GCM10012282_63270	Streptomyces lacrimifluminis	68
WP_003949541.1	A0A4Q6IKJ2	unreviewed	A0A4Q6IKJ2_9ACTN	Helix-turn-helix domain-containing protein	StrepF001_14270	Streptomyces sp. F001	68
WP_003949541.1	A0A0N0HM99	unreviewed	A0A0N0HM99_9ACTN	DNA-binding protein	ADK82_14220	Streptomyces sp. NRRL S-4	68
WP_003949541.1	A0A0M9ZDB1	unreviewed	A0A0M9ZDB1_9ACTN	DNA-binding protein	ADK97_01160	Streptomyces sp. H021	68
WP_003949541.1	A0A0M8V1K3	unreviewed	A0A0M8V1K3_9ACTN	DNA-binding protein	ADK98_02215	Streptomyces sp. H036	68
WP_003949541.1	A0A0M8UVL9	unreviewed	A0A0M8UVL9_9ACTN	DNA-binding protein	ADL00_40855	Streptomyces sp. AS58	68
WP_003949541.1	A0A0M8WMB2	unreviewed	A0A0M8WMB2_9ACTN	DNA-binding protein	ADL01_06555	Streptomyces sp. NRRL WC-3618	68
WP_003949541.1	A0A0M8W376	unreviewed	A0A0M8W376_9ACTN	DNA-binding protein	ADL02_36135	Streptomyces sp. NRRL WC-3723	68
WP_003949541.1	A0A0M8WZX3	unreviewed	A0A0M8WZX3_9ACTN	DNA-binding protein	ADL04_25955	Streptomyces sp. NRRL B-3648	68
WP_003949541.1	A0A0N0AQ85	unreviewed	A0A0N0AQ85_9ACTN	DNA-binding protein	ADL06_30210	Streptomyces sp. NRRL F-6491	68
WP_003949541.1	A0A0M8YT06	unreviewed	A0A0M8YT06_9ACTN	DNA-binding protein	ADL09_29715	Streptomyces sp. NRRL F-7442	68
WP_003949541.1	A0A3N1Q8T3	unreviewed	A0A3N1Q8T3_9ACTN	Excisionase family DNA binding protein	EDD98_2300	Streptomyces sp. PanSC19	68
WP_003949541.1	A0A3N1ICT3	unreviewed	A0A3N1ICT3_9ACTN	Excisionase family DNA binding protein	EDD94_1813	Streptomyces sp. PanSC9	68
WP_003949541.1	A0A918NS74	unreviewed	A0A918NS74_9ACTN	DNA-binding protein	GCM10010515_68100	Streptomyces fructofermentans	68
WP_003949541.1	A0A3N6CUF3	unreviewed	A0A3N6CUF3_9ACTN	Helix-turn-helix domain protein	EES40_25870	Streptomyces sp. ADI93-02	68
WP_003949541.1	A0A3G4W0F3	unreviewed	A0A3G4W0F3_9ACTN	Helix-turn-helix domain protein	EES41_17805	Streptomyces sp. ADI95-16	68
WP_003949541.1	A0A3N6FWZ6	unreviewed	A0A3N6FWZ6_9ACTN	Helix-turn-helix domain protein	EES42_22545	Streptomyces sp. ADI95-17	68
WP_003949541.1	A0A3N6ELY3	unreviewed	A0A3N6ELY3_9ACTN	Helix-turn-helix domain protein	EES43_15130	Streptomyces sp. ADI96-02	68
WP_003949541.1	A0A3N6FZ95	unreviewed	A0A3N6FZ95_9ACTN	Helix-turn-helix domain protein	EES45_16370	Streptomyces sp. ADI97-07	68
WP_003949541.1	A0A3N6JCV3	unreviewed	A0A3N6JCV3_9ACTN	Helix-turn-helix domain protein	EES46_01370	Streptomyces sp. ADI98-10	68
WP_003949541.1	A0A3N6HME6	unreviewed	A0A3N6HME6_9ACTN	Helix-turn-helix domain protein	EES47_10105	Streptomyces sp. ADI98-12	68
WP_003949541.1	A0A087KGN1	unreviewed	A0A087KGN1_9ACTN	DNA-binding protein	IX27_00465	Streptomyces sp. JS01	68
WP_003949541.1	A0A2R4T4B6	unreviewed	A0A2R4T4B6_9ACTN	MerR family DNA-binding transcriptional regulator	SLUN_18870	Streptomyces lunaelactis	68
WP_003949541.1	A0A941HC18	unreviewed	A0A941HC18_9ACTN	Developmental transcriptional regulator BldC	bldC KBY19_11580	Streptomyces sp. B15	68
WP_003949541.1	A0A917ZJV9	unreviewed	A0A917ZJV9_9ACTN	DNA-binding protein	GCM10012280_18120	Wenjunlia tyrosinilytica	68
WP_003949541.1	A0A0P4R587	unreviewed	A0A0P4R587_9ACTN	Putative DNA-binding protein	bldC TPA0598_02_07440	Streptomyces lydicamycinicus	68
WP_003949541.1	A0A0N6ZLE9	unreviewed	A0A0N6ZLE9_9ACTN	DNA-binding protein	NI25_20175	Streptomyces sp. CCM_MD2014	68
WP_003949541.1	A0A4Q6UZ38	unreviewed	A0A4Q6UZ38_9ACTN	MerR family DNA-binding transcriptional regulator	C0L86_16435	Streptomyces sp. SCA2-2	68
WP_003949541.1	A0A1X4IDP1	unreviewed	A0A1X4IDP1_9ACTN	MerR family DNA-binding transcriptional regulator	B7767_01850	Streptomyces sp. 13-12-16	68
WP_003949541.1	A0A1Q8U979	unreviewed	A0A1Q8U979_9ACTN	DNA-binding protein	PZ61_0219075	Streptomyces sp. MNU77	68
WP_003949541.1	A0A0C1Y447	unreviewed	A0A0C1Y447_9ACTN	DNA-binding protein	QR77_18205	Streptomyces sp. 150FB	68
WP_003949541.1	A0A0H4C9Q0	unreviewed	A0A0H4C9Q0_9ACTN	DNA-binding protein	QR97_17790	Streptomyces sp. PBH53	68
WP_003949541.1	A0A0X3S354	unreviewed	A0A0X3S354_9ACTN	DNA-binding protein	ADL25_25305	Streptomyces sp. NRRL F-5122	68
WP_003949541.1	A0A0X3W0R4	unreviewed	A0A0X3W0R4_9ACTN	DNA-binding protein	ADL30_29750	Streptomyces sp. NRRL S-1521	68
WP_003949541.1	A0A0X3XLR2	unreviewed	A0A0X3XLR2_9ACTN	DNA-binding protein	ADL34_24100	Streptomyces sp. NRRL WC-3605	68
WP_003949541.1	A0A0F0HG68	unreviewed	A0A0F0HG68_9ACTN	DNA-binding protein	UK14_01245	Streptomyces sp. NRRL F-4428	68
WP_003949541.1	A0A5N8VJC3	unreviewed	A0A5N8VJC3_9ACTN	Developmental transcriptional regulator BldC	bldC FNH09_29825	Streptomyces adustus	68
WP_003949541.1	A0A291QAS1	unreviewed	A0A291QAS1_9ACTN	Putative DNA-binding protein	KY5_3882c	Streptomyces formicae	68
WP_003949541.1	A0A1B6AFY8	unreviewed	A0A1B6AFY8_9ACTN	Putative DNA-binding protein	bldC SSP35_03_00370	Streptomyces sp. NBRC 110611	68
WP_003949541.1	A0A917Y6T9	unreviewed	A0A917Y6T9_9ACTN	DNA-binding protein	GCM10011579_039510	Streptomyces albiflavescens	68
WP_003949541.1	A0A939FEF8	unreviewed	A0A939FEF8_9ACTN	Developmental transcriptional regulator BldC	bldC J0695_33620	Streptomyces beijiangensis	68
WP_003949541.1	A0A1P8TIT3	unreviewed	A0A1P8TIT3_9ACTN	Developmental transcriptional regulator BldC (Helix-turn-helix domain-containing protein) (MerR family DNA-binding transcriptional regulator)	bldC D4104_10895 DCW30_11920 I8755_18480	Streptomyces alfalfae	68
WP_003949541.1	A0A542UG03	unreviewed	A0A542UG03_9ACTN	Excisionase family DNA binding protein	FB563_2999	Streptomyces puniciscabiei	68
WP_003949541.1	A0A0M4DM00	unreviewed	A0A0M4DM00_9ACTN	DNA-binding protein	ABE83_16925	Streptomyces sp. CFMR 7	68
WP_003949541.1	A0A4Q1RBU5	unreviewed	A0A4Q1RBU5_9ACTN	Developmental transcriptional regulator BldC	EST92_24170	Streptomyces sp. TM32	68
WP_003949541.1	A0A1L6PKY8	unreviewed	A0A1L6PKY8_9ACTN	DNA-binding protein	TK78_17925	Streptomyces sp. Tue 6075	68
WP_003949541.1	A0A1S2QID7	unreviewed	A0A1S2QID7_9ACTN	DNA-binding protein	BIV23_11550	Streptomyces monashensis	68
WP_003949541.1	A0A2S1Z0T8	unreviewed	A0A2S1Z0T8_9ACTN	Helix-turn-helix domain-containing protein (MerR family DNA-binding transcriptional regulator)	DDQ41_14705 SSP531S_54540	Streptomyces spongiicola	68
WP_003949541.1	A0A937JMD6	unreviewed	A0A937JMD6_9ACTN	Developmental transcriptional regulator BldC	bldC JK359_15710	Streptomyces actinomycinicus	68
WP_003949541.1	A0A4Z0H9B7	unreviewed	A0A4Z0H9B7_9ACTN	Developmental transcriptional regulator BldC	bldC E4099_09495	Streptomyces palmae	68
WP_003949541.1	A0A1Q5MS25	unreviewed	A0A1Q5MS25_9ACTN	DNA-binding protein	AMK09_21320	Streptomyces sp. CB02488	68
WP_003949541.1	A0A1Q5D7C2	unreviewed	A0A1Q5D7C2_9ACTN	DNA-binding protein	AMK10_27640	Streptomyces sp. CB02058	68
WP_003949541.1	A0A1Q5CT42	unreviewed	A0A1Q5CT42_9ACTN	DNA-binding protein	AMK11_10900	Streptomyces sp. CB02414	68
WP_003949541.1	A0A1Q5CJF3	unreviewed	A0A1Q5CJF3_9ACTN	DNA-binding protein	AMK12_11435	Streptomyces sp. TSRI0395	68
WP_003949541.1	A0A1Q5BQS4	unreviewed	A0A1Q5BQS4_9ACTN	DNA-binding protein	AMK14_10580	Streptomyces sp. TSRI0445	68
WP_003949541.1	A0A1Q5MVB2	unreviewed	A0A1Q5MVB2_9ACTN	DNA-binding protein	AMK16_17245	Streptomyces sp. CB00455	68
WP_003949541.1	A0A1Q4ZSL0	unreviewed	A0A1Q4ZSL0_9ACTN	DNA-binding protein	AMK17_37535	Streptomyces sp. CB00072	68
WP_003949541.1	A0A1Q5DU03	unreviewed	A0A1Q5DU03_9ACTN	DNA-binding protein	AMK18_19450	Streptomyces sp. CB01249	68
WP_003949541.1	A0A1Q5GPT2	unreviewed	A0A1Q5GPT2_9ACTN	DNA-binding protein	AMK22_18730	Streptomyces sp. CB01580	68
WP_003949541.1	A0A1Q5G092	unreviewed	A0A1Q5G092_9ACTN	DNA-binding protein	AMK23_18205	Streptomyces sp. CB02130	68
WP_003949541.1	A0A1Q5H076	unreviewed	A0A1Q5H076_9ACTN	DNA-binding protein	AMK24_11690	Streptomyces sp. CB02366	68
WP_003949541.1	A0A1Q5LJV2	unreviewed	A0A1Q5LJV2_STRX0	DNA-binding protein	AMK26_21090	Streptomyces sp. (strain CB03234)	68
WP_003949541.1	A0A1Q5IVS5	unreviewed	A0A1Q5IVS5_9ACTN	DNA-binding protein	AMK27_19005	Streptomyces sp. CB02009	68
WP_003949541.1	A0A1Q5HQD4	unreviewed	A0A1Q5HQD4_9ACTN	DNA-binding protein	AMK28_36985	Streptomyces sp. CB02115	68
WP_003949541.1	A0A1Q5JCX7	unreviewed	A0A1Q5JCX7_9ACTN	DNA-binding protein	AMK29_13015	Streptomyces sp. CB02261	68
WP_003949541.1	A0A1Q5JY45	unreviewed	A0A1Q5JY45_9ACTN	DNA-binding protein	AMK30_17185	Streptomyces sp. CB02460	68
WP_003949541.1	A0A1Q5JN03	unreviewed	A0A1Q5JN03_9ACTN	DNA-binding protein	AMK31_36395	Streptomyces sp. TSRI0107	68
WP_003949541.1	A0A1Q5KW71	unreviewed	A0A1Q5KW71_9ACTN	DNA-binding protein	AMK32_00170	Streptomyces sp. CB01883	68
WP_003949541.1	A0A1Q5M802	unreviewed	A0A1Q5M802_9ACTN	DNA-binding protein	AMK33_15605	Streptomyces sp. CB02400	68
WP_003949541.1	A0A177HW78	unreviewed	A0A177HW78_9ACTN	Helix-turn-helix domain protein	STSP_15790	Streptomyces jeddahensis	68
WP_003949541.1	A0A1Q4Z5I0	unreviewed	A0A1Q4Z5I0_9ACTN	DNA-binding protein	A6A29_36865	Streptomyces sp. TSRI0281	68
WP_003949541.1	A0A0U3QED7	unreviewed	A0A0U3QED7_9ACTN	DNA-binding protein	AS200_24380	Streptomyces sp. CdTB01	68
WP_003949541.1	A0A1A5P0V8	unreviewed	A0A1A5P0V8_9ACTN	DNA-binding protein	A4U61_28430	Streptomyces sp. H-KF8	68
WP_003949541.1	A0A2W2KIX7	unreviewed	A0A2W2KIX7_9ACTN	MerR family DNA-binding transcriptional regulator	C1I97_24875	Streptomyces sp. NTH33	68
WP_003949541.1	A0A2S2G8U7	unreviewed	A0A2S2G8U7_9ACTN	MerR family DNA-binding transcriptional regulator	B9S64_17230	Streptomyces sp. SM18	68
WP_003949541.1	A0A0Q7ID35	unreviewed	A0A0Q7ID35_9ACTN	DNA-binding protein	ASD29_10675	Streptomyces sp. Root1295	68
WP_003949541.1	A0A0T1S9V7	unreviewed	A0A0T1S9V7_9ACTN	DNA-binding protein	ASD33_16235	Streptomyces sp. Root1304	68
WP_003949541.1	A0A0T1SZF6	unreviewed	A0A0T1SZF6_9ACTN	DNA-binding protein	ASD48_28605	Streptomyces sp. Root1310	68
WP_003949541.1	A0A0Q9B3B8	unreviewed	A0A0Q9B3B8_9ACTN	DNA-binding protein	ASE41_14225	Streptomyces sp. Root264	68
WP_003949541.1	A0A0Q6YKK9	unreviewed	A0A0Q6YKK9_9ACTN	DNA-binding protein	ASD08_26305	Streptomyces sp. Root369	68
WP_003949541.1	A0A0T1Q0M2	unreviewed	A0A0T1Q0M2_9ACTN	DNA-binding protein	ASC82_28280	Streptomyces sp. Root431	68
WP_003949541.1	A0A0Q8EQV4	unreviewed	A0A0Q8EQV4_9ACTN	DNA-binding protein	ASD97_06555	Streptomyces sp. Root63	68
WP_003949541.1	A0A1D2I525	unreviewed	A0A1D2I525_9ACTN	Helix-turn-helix domain protein	APS67_006277	Streptomyces sp. AVP053U2	68
WP_003949541.1	A0A117RTY2	unreviewed	A0A117RTY2_9ACTN	DNA-binding protein	AQJ58_29635	Streptomyces sp. DSM 15324	68
WP_003949541.1	A0A1C4QT34	unreviewed	A0A1C4QT34_9ACTN	DNA binding domain-containing protein, excisionase family	GA0115243_109429	Streptomyces sp. ScaeMP-e83	68
WP_003949541.1	A0A1I5A2Z9	unreviewed	A0A1I5A2Z9_9ACTN	DNA binding domain-containing protein, excisionase family	SAMN04487980_102468	Streptomyces sp. cf124	68
WP_003949541.1	A0A1H0TEA4	unreviewed	A0A1H0TEA4_9ACTN	DNA binding domain-containing protein, excisionase family	SAMN04487981_12556	Streptomyces sp. cf386	68
WP_003949541.1	A0A0W7WYK0	unreviewed	A0A0W7WYK0_9ACTN	DNA-binding protein	AT728_12940	Streptomyces silvensis	68
WP_003949541.1	A0A6G4XGX3	unreviewed	A0A6G4XGX3_9ACTN	Developmental transcriptional regulator BldC	bldC G6045_10525	Streptomyces mesophilus	68
WP_003949541.1	A0A964XLW4	unreviewed	A0A964XLW4_9ACTN	Developmental transcriptional regulator BldC	bldC GUY60_21265	Streptomyces boluensis	68
