contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS21995,,5222329,5223369,-,protein_coding,hypothetical protein,WP_003960160.1,,E2PZN5,DUF4034 domain-containing protein,SCLAV_1265
chromosome,CRV15_RS21985,ybaK,5220968,5221465,-,protein_coding,Cys-tRNA(Pro) deacylase,WP_003960162.1,aminoacyl-tRNA editing activity [GO:0002161]; tRNA aminoacylation [GO:0043039],E2PZN7,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-),SCLAV_1267
chromosome,CRV15_RS21870,pgeF,5191448,5192233,+,protein_coding,peptidoglycan editing factor PgeF,WP_003960173.1,,E2PZR1,Purine nucleoside phosphorylase,SCLAV_1291
chromosome,CRV15_RS21845,ftsW,5186621,5188012,+,protein_coding,putative lipid II flippase FtsW,WP_003960174.1,molecular_function [GO:0003674]; peptidoglycan biosynthetic process [GO:0009252]; cell division [GO:0051301]; membrane [GO:0016020],,,
chromosome,CRV15_RS21825,,5180857,5182542,+,protein_coding,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,WP_003960175.1,ATP binding [GO:0005524]; acid-amino acid ligase activity [GO:0016881]; regulation of cell shape [GO:0008360]; biosynthetic process [GO:0009058]; cell division [GO:0051301],E2PZS0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",SCLAV_1300 murE
chromosome,CRV15_RS21820,,5178770,5180743,+,protein_coding,penicillin-binding protein 2,WP_003960176.1,penicillin binding [GO:0008658]; peptidoglycan biosynthetic process [GO:0009252]; membrane [GO:0016020],E2PZS1,Cell division protein FtsI/penicillin-binding protein (EC 2.4.1.129),SCLAV_1301
chromosome,CRV15_RS21815,,5178127,5178765,+,protein_coding,hypothetical protein,WP_003960177.1,,E2PZS2,Septum formation initiator,SCLAV_1302
chromosome,CRV15_RS21790,,5170880,5173309,-,protein_coding,DUF3488 and transglutaminase-like domain-containing protein,WP_003960180.1,,E2PZS8,Putative membrane protein,SCLAV_1308
chromosome,CRV15_RS21770,,5166900,5167769,-,protein_coding,ATP-binding cassette domain-containing protein,WP_003960184.1,ATP binding [GO:0005524],E2PZT2,ABC transporter ATP-binding protein,SCLAV_1312
chromosome,CRV15_RS21765,,5164832,5166928,-,protein_coding,YhgE/Pip domain-containing protein,WP_003960185.1,membrane [GO:0016020],E2PZT3,ABC-2 type transporter,SCLAV_1313
chromosome,CRV15_RS21750,,5161410,5162906,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase,WP_003960188.1,oxidoreductase activity [GO:0016491],,,
chromosome,CRV15_RS21745,,5159695,5160621,+,protein_coding,hypothetical protein,WP_003960189.1,,E2PZT7,Putative membrane protein,SCLAV_1317
chromosome,CRV15_RS21740,metF,5158727,5159644,+,protein_coding,methylenetetrahydrofolate reductase [NAD(P)H],WP_003960190.1,methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methionine biosynthetic process [GO:0009086],E2PZT8,Methylenetetrahydrofolate reductase (EC 1.5.1.54),SCLAV_1318
chromosome,CRV15_RS21735,thiE,5157976,5158644,+,protein_coding,thiamine phosphate synthase,WP_003960191.1,thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228],E2PZT9,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),SCLAV_1319 thiE
chromosome,CRV15_RS21730,,5157410,5157775,+,protein_coding,Rv2175c family DNA-binding protein,WP_003960192.1,,E2PZU0,Transcriptional regulatory protein,SCLAV_1320
chromosome,CRV15_RS21720,,5155506,5155844,+,protein_coding,hypothetical protein,WP_003960194.1,,E2PZU2,N-acetylglutamate synthase,SCLAV_1322
chromosome,CRV15_RS21715,thiO,5153842,5155179,-,protein_coding,glycine oxidase ThiO,WP_003960195.1,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor [GO:0016647]",E2PZU3,Putative glycine oxidase (EC 1.4.3.19),SCLAV_1323
chromosome,CRV15_RS21710,thiS,5153630,5153845,-,protein_coding,sulfur carrier protein ThiS,WP_003960196.1,catalytic activity [GO:0003824]; thiamine biosynthetic process [GO:0009228],E2PZU4,Putative sulfur transfer protein involved in thiamine biosynthesis,SCLAV_1324 thiS
chromosome,CRV15_RS21700,pknB,5150748,5152682,-,protein_coding,Stk1 family PASTA domain-containing Ser/Thr kinase,WP_003960197.1,protein kinase activity [GO:0004672]; ATP binding [GO:0005524]; protein phosphorylation [GO:0006468],E2PZU6,non-specific serine/threonine protein kinase (EC 2.7.11.1),SCLAV_1326
chromosome,CRV15_RS21670,,5144432,5146378,-,protein_coding,phenazine-specific anthranilate synthase component I,WP_003960199.1,,E2PZV2,Anthranilate synthase component 1 (EC 4.1.3.27),SCLAV_1332
chromosome,CRV15_RS21655,,5139984,5141222,+,protein_coding,DUF5931 domain-containing protein,WP_003960201.1,,E2Q0M1,Two-component system sensor kinase,SCLAV_1335
chromosome,CRV15_RS21640,,5137393,5137950,-,protein_coding,hypothetical protein,WP_003960204.1,,E2Q0M4,Integral membrane protein,SCLAV_1338
chromosome,CRV15_RS21635,,5136618,5137373,+,protein_coding,endonuclease/exonuclease/phosphatase family protein,WP_003960205.1,catalytic activity [GO:0003824],E2Q0M5,Endonuclease/exonuclease/phosphatase,SCLAV_1339
chromosome,CRV15_RS21630,,5134998,5135939,+,protein_coding,ROK family glucokinase,WP_003960206.1,glucokinase activity [GO:0004340]; glycolytic process [GO:0006096],C6GZ82,Glucokinase (EC 2.7.1.2) (Glucose kinase),SCLAV_1340 glkA
chromosome,CRV15_RS21590,,5125033,5126226,-,protein_coding,glycosyltransferase 87 family protein,WP_003960209.1,hexosyltransferase activity [GO:0016758],E2Q0N4,Integral membrane protein,SCLAV_1348
chromosome,CRV15_RS21580,,5123153,5124388,+,protein_coding,hypothetical protein,WP_003960210.1,,E2Q0N5,Lipoprotein,SCLAV_1349
chromosome,CRV15_RS21570,,5120557,5121642,+,protein_coding,NlpC/P60 family protein,WP_003960212.1,,E2Q0N7,NLP/P60-family protein,SCLAV_1351
chromosome,CRV15_RS21565,,5118811,5120172,+,protein_coding,NYN domain-containing protein,WP_003960213.1,,E2Q0N8,DUF901 domain-containing protein,SCLAV_1352
chromosome,CRV15_RS21555,,5117351,5118094,-,protein_coding,rhomboid family intramembrane serine protease,WP_003960215.1,serine-type endopeptidase activity [GO:0004252],E2Q0P0,Integral membrane protein,SCLAV_1354
chromosome,CRV15_RS21540,,5115037,5116536,-,protein_coding,ATP-binding protein,WP_003960216.1,,E2Q0P3,histidine kinase (EC 2.7.13.3),SCLAV_1357
chromosome,CRV15_RS21520,,5110227,5111600,+,protein_coding,aminotransferase class V-fold PLP-dependent enzyme,WP_003960217.1,,E2Q0P7,Putative aminotransferase,SCLAV_1361
chromosome,CRV15_RS21460,,5095891,5096865,+,protein_coding,carbohydrate kinase family protein,WP_003960220.1,,E2Q0R0,Carbohydrate kinase (EC 2.7.1.20),SCLAV_1374
chromosome,CRV15_RS21345,,5069178,5070701,-,protein_coding,leucyl aminopeptidase,WP_003960230.1,manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508],E2Q0T3,Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),SCLAV_1397 ampA pepA
chromosome,CRV15_RS21335,sucB,5065516,5067300,-,protein_coding,2-oxoglutarate dehydrogenase%2C E2 component%2C dihydrolipoamide succinyltransferase,WP_003960231.1,acyltransferase activity [GO:0016746],E2Q0T5,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),SCLAV_1399
chromosome,CRV15_RS21320,,5060700,5061533,-,protein_coding,MerR family transcriptional regulator,WP_003960233.1,,E2Q0T8,Putative MerR-family transcriptional regulator,SCLAV_1402
chromosome,CRV15_RS21315,,5059563,5060546,-,protein_coding,WYL domain-containing protein,WP_003960234.1,,E2Q0T9,Putative DeoR-family transcriptional regulator,SCLAV_1403
chromosome,CRV15_RS21300,,5057266,5057757,+,protein_coding,GNAT family N-acetyltransferase,WP_003960237.1,"N-acetyltransferase activity [GO:0008080]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",E2Q0U2,Acetyltransferase,SCLAV_1406
chromosome,CRV15_RS21285,,5053023,5054552,+,protein_coding,tetratricopeptide repeat protein,WP_003960240.1,,E2Q0U5,Regulatory protein,SCLAV_1409
chromosome,CRV15_RS21270,,5050137,5050400,-,protein_coding,hypothetical protein,WP_003960242.1,,E2Q0U9,Uncharacterized protein,SCLAV_1413
chromosome,CRV15_RS21245,,5045606,5046469,-,protein_coding,hypothetical protein,WP_003960244.1,,,,
chromosome,CRV15_RS21205,,5038689,5039591,-,protein_coding,MOSC N-terminal beta barrel domain-containing protein,WP_003960247.1,,E2Q0W2,MOSC domain protein beta barrel domain protein,SCLAV_1426
chromosome,CRV15_RS21190,,5036115,5037023,+,protein_coding,Gfo/Idh/MocA family oxidoreductase,WP_003960250.1,nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491],E2Q0W5,Putative oxidoreductase,SCLAV_1429
chromosome,CRV15_RS21180,,5033053,5033748,-,protein_coding,winged helix-turn-helix domain-containing protein,WP_003960254.1,,E2Q0W9,Putative regulatory protein,SCLAV_1433
chromosome,CRV15_RS21165,,5029362,5030258,+,protein_coding,LysR family transcriptional regulator,WP_003960257.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],E2Q0X2,"Transcriptional regulator, LysR family",SCLAV_1436
chromosome,CRV15_RS21155,,5027182,5028270,-,protein_coding,NAD-dependent epimerase/dehydratase family protein,WP_003960259.1,catalytic activity [GO:0003824],,,
chromosome,CRV15_RS21145,,5023270,5024553,-,protein_coding,histidine kinase,WP_003960261.1,phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]; phosphorelay signal transduction system [GO:0000160]; membrane [GO:0016020],,,
chromosome,CRV15_RS21140,,5022638,5023285,-,protein_coding,response regulator transcription factor,WP_003960262.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],E2Q0X7,Putative two-component system response regulator,SCLAV_1441
chromosome,CRV15_RS21130,,5017984,5018718,-,protein_coding,TetR family transcriptional regulator,WP_003960264.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],E2Q0X9,Putative tetR-family transcriptional regulator,SCLAV_1443
chromosome,CRV15_RS21090,,5003357,5004262,-,protein_coding,phosphatase PAP2 family protein,WP_003960267.1,,E2Q0Y7,Integral membrane protein,SCLAV_1452
chromosome,CRV15_RS21085,,5002053,5003315,+,protein_coding,serine hydrolase domain-containing protein,WP_003960268.1,hydrolase activity [GO:0016787],E2Q0Y8,Alkaline d-peptidase,SCLAV_1453
chromosome,CRV15_RS36005,,4995280,4995429,-,protein_coding,hypothetical protein,WP_003960272.1,,,,
chromosome,CRV15_RS21035,,4993399,4994979,+,protein_coding,amidohydrolase,WP_003960273.1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]",E2Q101,Amidohydrolase family protein,SCLAV_1467
chromosome,CRV15_RS21025,,4991039,4991653,-,protein_coding,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,WP_003960274.1,negative regulation of DNA-templated transcription [GO:0045892],E2Q1S0,Tetracycline repressor,SCLAV_1469
chromosome,CRV15_RS20975,,4980887,4981300,-,protein_coding,DUF6153 family protein,WP_003960280.1,,E2Q1S9,Secreted protein,SCLAV_1478
chromosome,CRV15_RS20970,,4979146,4980816,-,protein_coding,multicopper oxidase family protein,WP_003960281.1,,E2Q1T0,Putative multicopper oxidase,SCLAV_1479
chromosome,CRV15_RS20965,,4977225,4978985,-,protein_coding,NAD+ synthase,WP_003960282.1,NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; ATP binding [GO:0005524]; NAD biosynthetic process [GO:0009435],E2Q1T1,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]),SCLAV_1480 nadE
chromosome,CRV15_RS20950,,4973530,4974537,-,protein_coding,ATP-binding cassette domain-containing protein,WP_003960284.1,ATP binding [GO:0005524],E2Q1T4,Putative ABC transporter ATP-binding protein,SCLAV_1483
chromosome,CRV15_RS20920,,4964280,4965626,-,protein_coding,MFS transporter,WP_003960288.1,transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],E2Q1U1,Putative permease of the major facilitator superfamily,SCLAV_1492
chromosome,CRV15_RS20905,,4962278,4962952,-,protein_coding,biliverdin-producing heme oxygenase,WP_003960289.1,,E2Q1U4,Heme oxygenase (EC 1.14.99.3),SCLAV_1495 hmuO
chromosome,CRV15_RS20895,,4961352,4962107,+,protein_coding,PhzF family phenazine biosynthesis protein,WP_003960290.1,catalytic activity [GO:0003824]; biosynthetic process [GO:0009058],E2Q1U5,Phenazine biosynthesis PhzC/PhzF protein,SCLAV_1496
chromosome,CRV15_RS20890,,4959454,4961226,+,protein_coding,HtaA domain-containing protein,WP_003960291.1,,E2Q1U6,Putative secreted protein,SCLAV_1497
chromosome,CRV15_RS20875,,4955321,4956391,-,protein_coding,iron ABC transporter permease,WP_003960295.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],E2Q1V0,Putative FecCD-family membrane transport protein,SCLAV_1501
chromosome,CRV15_RS20870,,4954455,4955324,-,protein_coding,heme ABC transporter ATP-binding protein,WP_003960296.1,ATP binding [GO:0005524],E2Q1V1,Putative iron ABC transporter ATP-binding protein (EC 3.6.3.34),SCLAV_1502 hmuV
chromosome,CRV15_RS20865,,4953471,4954298,-,protein_coding,hypothetical protein,WP_003960297.1,,E2Q1V2,FTR1 domain-containing protein,SCLAV_1503
chromosome,CRV15_RS20845,,4949370,4950386,+,protein_coding,small ribosomal subunit Rsm22 family protein,WP_003960301.1,methyltransferase activity [GO:0008168]; translation [GO:0006412],E2Q1V6,Ribosomal small subunit Rsm22,SCLAV_1507
chromosome,CRV15_RS20840,,4947418,4948830,-,protein_coding,hypothetical protein,WP_003960302.1,,E2Q1V7,Secreted protein,SCLAV_1508
chromosome,CRV15_RS20835,,4945702,4947138,+,protein_coding,multidrug effflux MFS transporter,WP_003960303.1,transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],E2Q1V8,Major facilitator superfamily permease,SCLAV_1509
chromosome,CRV15_RS20805,,4938737,4939621,+,protein_coding,helix-turn-helix transcriptional regulator,WP_003960305.1,DNA binding [GO:0003677],E2Q1W5,DNA-binding protein,SCLAV_1516
chromosome,CRV15_RS20800,,4937916,4938425,-,protein_coding,ATP-binding protein,WP_003960306.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS20790,,4935644,4936669,+,protein_coding,alpha/beta hydrolase,WP_003960307.1,hydrolase activity [GO:0016787],E2Q1W8,Twin-arginine translocation pathway signal (EC 1.11.1.10),SCLAV_1519
chromosome,CRV15_RS20775,,4932657,4933649,+,protein_coding,sugar ABC transporter permease,WP_003960308.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],,,
chromosome,CRV15_RS20725,eda,4922139,4922756,-,protein_coding,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,WP_003960313.1,2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]; 4-hydroxy-2-oxoglutarate aldolase activity [GO:0008700]; glutamine family amino acid biosynthetic process [GO:0009084]; Entner-Doudoroff pathway through 6-phosphogluconate [GO:0009255],E2Q1Y1,2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14),SCLAV_1532 kdgA
chromosome,CRV15_RS20715,,4920257,4921756,+,protein_coding,bifunctional RNase H/acid phosphatase,WP_003960315.1,nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523],E2Q1Y3,Bifunctional RNase H/acid phosphatase,SCLAV_1534
chromosome,CRV15_RS20710,,4919514,4920257,+,protein_coding,C4-type zinc ribbon domain-containing protein,WP_003960316.1,,,,
chromosome,CRV15_RS20705,,4918678,4919517,+,protein_coding,Nif3-like dinuclear metal center hexameric protein,WP_003960317.1,metal cluster binding [GO:0051540]; biological_process [GO:0008150]; cytoplasm [GO:0005737],E2Q1Y5,NGG1-interacting factor 3,SCLAV_1536
chromosome,CRV15_RS20690,,4913939,4915015,+,protein_coding,Zn-dependent alcohol dehydrogenase,WP_003960319.1,,E2Q1Y8,Putative zinc-binding dehydrogenase (EC 1.1.1.284),SCLAV_1539
chromosome,CRV15_RS20675,,4909755,4911230,+,protein_coding,MFS transporter,WP_003960322.1,,E2Q1Z2,Major facilitator superfamily permease,SCLAV_1543
chromosome,CRV15_RS20655,,4905084,4906001,+,protein_coding,serine protease,WP_003960324.1,serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508],E2Q1Z6,Tryptase,SCLAV_1547
chromosome,CRV15_RS20650,,4903692,4904702,-,protein_coding,LLM class F420-dependent oxidoreductase,WP_003960325.1,oxidoreductase activity [GO:0016491]; coenzyme F420 binding [GO:0070967]; biological_process [GO:0008150],E2Q1Z8,FMN-dependent monooxygenase,SCLAV_1549
chromosome,CRV15_RS20620,,4897553,4899073,+,protein_coding,aldehyde dehydrogenase,WP_003960326.1,,E2Q204,Aldehyde dehydrogenase,SCLAV_1555
chromosome,CRV15_RS20610,,4894675,4895946,-,protein_coding,prenyltransferase/squalene oxidase repeat-containing protein,WP_003960328.1,catalytic activity [GO:0003824],E2Q206,Putative secreted protein,SCLAV_1557
chromosome,CRV15_RS20605,,4894007,4894678,-,protein_coding,SCO2322 family protein,WP_003960329.1,,E2Q207,Secreted protein,SCLAV_1558
chromosome,CRV15_RS20595,,4890613,4892337,-,protein_coding,ABC transporter ATP-binding protein,WP_003960331.1,ATP binding [GO:0005524],E2Q209,Putative ABC transporter ATP-binding protein,SCLAV_1560
chromosome,CRV15_RS20575,,4885814,4887088,-,protein_coding,cytochrome P450,WP_003960336.1,"monooxygenase activity [GO:0004497]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; heme binding [GO:0020037]",E2Q214,Putative cytochrome P450,SCLAV_1565
chromosome,CRV15_RS20565,,4882547,4883269,-,protein_coding,O-methyltransferase,WP_003960338.1,S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; S-adenosyl-L-methionine binding [GO:1904047]; methylation [GO:0032259],,,
chromosome,CRV15_RS20560,,4882071,4882403,-,protein_coding,antibiotic biosynthesis monooxygenase,WP_003960339.1,monooxygenase activity [GO:0004497],E2Q217,Antibiotic biosynthesis monooxygenase,SCLAV_1568
chromosome,CRV15_RS20530,,4874166,4875884,-,protein_coding,alkaline phosphatase D family protein,WP_003960341.1,alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872],E2Q223,PhoD domain-containing protein,SCLAV_1574
chromosome,CRV15_RS20525,,4873530,4873988,-,protein_coding,DoxX family protein,WP_003960342.1,membrane [GO:0016020],E2Q224,Putative integral membrane protein,SCLAV_1575
chromosome,CRV15_RS20520,,4872438,4873163,-,protein_coding,VTT domain-containing protein,WP_003960343.1,,E2Q225,Integral membrane protein,SCLAV_1576
chromosome,CRV15_RS20480,,4865707,4866504,-,protein_coding,phosphotransferase,WP_003960348.1,,E2Q236,Aminoglycoside phosphotransferase domain-containing protein,SCLAV_1587
